"","default","checking_balance","months_loan_duration","credit_history","purpose","amount","savings_balance","employment_duration","years_at_residence","age","other_credit","housing","existing_loans_count","job","dependents","monthlyincome","phone"
"661","0","> 200 EUR",12,"good","furniture/appliances",1297,"< 100 EUR","1 - 4 years",4,23,"none","rent",1,"skilled",1,2065,0
"662","1","< 0 EUR",12,"good","car",900,"unknown","1 - 4 years",2,23,"none","own",1,"skilled",1,1106,0
"663","0","unknown",21,"good","furniture/appliances",2241,"< 100 EUR","> 7 years",2,50,"none","own",2,"skilled",1,1556,0
"664","0","1 - 200 EUR",6,"poor","furniture/appliances",1050,"< 100 EUR","unemployed",1,35,"store","own",2,"management",1,1393,1
"665","0","> 200 EUR",6,"critical","education",1047,"< 100 EUR","1 - 4 years",4,50,"none","own",1,"unskilled",1,1527,0
"666","0","unknown",24,"critical","car0",6314,"< 100 EUR","unemployed",2,27,"bank","own",2,"management",1,6997,1
"667","0","1 - 200 EUR",30,"very good","furniture/appliances",3496,"> 1000 EUR","1 - 4 years",2,34,"store","own",1,"skilled",2,3613,1
"668","0","unknown",48,"very good","business",3609,"< 100 EUR","1 - 4 years",1,27,"store","own",1,"skilled",1,2757,0
"669","1","< 0 EUR",12,"critical","car",4843,"< 100 EUR","> 7 years",4,43,"none","rent",2,"skilled",1,4522,1
"670","0","> 200 EUR",30,"critical","furniture/appliances",3017,"< 100 EUR","> 7 years",4,47,"none","own",1,"skilled",1,3950,0
"671","0","unknown",24,"critical","business",4139,"100 - 500 EUR","1 - 4 years",3,27,"none","own",2,"unskilled",1,3566,1
"672","0","unknown",36,"good","business",5742,"100 - 500 EUR","4 - 7 years",2,31,"none","own",2,"skilled",1,4865,1
"673","0","unknown",60,"good","car",10366,"< 100 EUR","> 7 years",4,42,"none","own",1,"management",1,10904,1
"674","0","unknown",6,"critical","car",2080,"500 - 1000 EUR","1 - 4 years",2,24,"none","own",1,"skilled",1,2282,0
"675","1","unknown",21,"poor","business",2580,"500 - 1000 EUR","< 1 year",2,41,"bank","own",1,"unskilled",2,3523,0
"676","0","unknown",30,"critical","furniture/appliances",4530,"< 100 EUR","4 - 7 years",4,26,"none","rent",1,"management",1,4806,1
"677","0","unknown",24,"critical","furniture/appliances",5150,"< 100 EUR","> 7 years",4,33,"none","own",1,"skilled",1,5350,1
"678","1","1 - 200 EUR",72,"good","furniture/appliances",5595,"100 - 500 EUR","1 - 4 years",2,24,"none","own",1,"skilled",1,5130,0
"679","0","< 0 EUR",24,"good","furniture/appliances",2384,"< 100 EUR","> 7 years",4,64,"bank","rent",1,"unskilled",1,3023,0
"680","0","unknown",18,"good","furniture/appliances",1453,"< 100 EUR","< 1 year",1,26,"none","own",1,"skilled",1,645,0
"681","0","unknown",6,"good","education",1538,"< 100 EUR","< 1 year",2,56,"none","own",1,"skilled",1,2082,0
"682","0","unknown",12,"good","furniture/appliances",2279,"unknown","1 - 4 years",4,37,"none","other",1,"skilled",1,2634,1
"683","0","unknown",15,"poor","furniture/appliances",1478,"< 100 EUR","1 - 4 years",3,33,"bank","own",2,"skilled",1,1402,0
"684","0","unknown",24,"critical","furniture/appliances",5103,"< 100 EUR","< 1 year",3,47,"none","other",3,"skilled",1,4630,1
"685","0","1 - 200 EUR",36,"poor","business",9857,"100 - 500 EUR","4 - 7 years",3,31,"none","own",2,"unskilled",2,10168,1
"686","0","unknown",60,"good","car",6527,"unknown","1 - 4 years",4,34,"none","other",1,"skilled",2,5724,1
"687","0","> 200 EUR",10,"critical","furniture/appliances",1347,"unknown","4 - 7 years",2,27,"none","own",2,"skilled",1,422,1
"688","0","1 - 200 EUR",36,"poor","car",2862,"100 - 500 EUR","> 7 years",3,30,"none","other",1,"skilled",1,1868,0
"689","0","unknown",9,"good","furniture/appliances",2753,"100 - 500 EUR","> 7 years",4,35,"none","own",1,"skilled",1,2293,1
"690","0","< 0 EUR",12,"good","car",3651,"> 1000 EUR","1 - 4 years",3,31,"none","own",1,"skilled",2,3781,0
"691","0","< 0 EUR",15,"critical","furniture/appliances",975,"< 100 EUR","1 - 4 years",3,25,"none","own",2,"skilled",1,938,0
"692","0","1 - 200 EUR",15,"good","renovations",2631,"100 - 500 EUR","1 - 4 years",2,25,"none","own",1,"unskilled",1,3593,0
"693","0","1 - 200 EUR",24,"good","furniture/appliances",2896,"100 - 500 EUR","< 1 year",1,29,"none","own",1,"skilled",1,3203,0
"694","0","< 0 EUR",6,"critical","car",4716,"unknown","< 1 year",3,44,"none","own",2,"unskilled",2,4983,0
"695","0","unknown",24,"good","furniture/appliances",2284,"< 100 EUR","4 - 7 years",2,28,"none","own",1,"skilled",1,1350,1
"696","0","unknown",6,"good","car",1236,"500 - 1000 EUR","1 - 4 years",4,50,"none","rent",1,"skilled",1,541,0
"697","0","1 - 200 EUR",12,"good","furniture/appliances",1103,"< 100 EUR","4 - 7 years",3,29,"none","own",2,"skilled",1,1585,0
"698","0","unknown",12,"critical","car",926,"< 100 EUR","unemployed",2,38,"none","own",1,"unemployed",1,1428,0
"699","0","unknown",18,"critical","furniture/appliances",1800,"< 100 EUR","1 - 4 years",2,24,"none","own",2,"skilled",1,2124,0
"700","0","> 200 EUR",15,"good","education",1905,"< 100 EUR","> 7 years",4,40,"none","rent",1,"management",1,1993,1
"701","1","unknown",12,"good","furniture/appliances",1123,"500 - 1000 EUR","1 - 4 years",4,29,"none","rent",1,"unskilled",1,1307,0
"702","1","< 0 EUR",48,"critical","car",6331,"< 100 EUR","> 7 years",4,46,"none","other",2,"skilled",1,5898,1
"703","0","> 200 EUR",24,"good","furniture/appliances",1377,"100 - 500 EUR","> 7 years",2,47,"none","other",1,"skilled",1,2162,1
"704","0","1 - 200 EUR",30,"poor","business",2503,"100 - 500 EUR","> 7 years",2,41,"store","own",2,"skilled",1,2136,0
"705","0","1 - 200 EUR",27,"good","business",2528,"< 100 EUR","< 1 year",1,32,"none","own",1,"skilled",2,2122,1
"706","0","unknown",15,"good","car",5324,"500 - 1000 EUR","> 7 years",4,35,"none","other",1,"skilled",1,5721,0
"707","1","1 - 200 EUR",48,"good","car",6560,"100 - 500 EUR","4 - 7 years",2,24,"none","own",1,"skilled",1,5585,0
"708","1","1 - 200 EUR",12,"perfect","furniture/appliances",2969,"< 100 EUR","< 1 year",3,25,"none","rent",2,"skilled",1,3311,0
"709","0","1 - 200 EUR",9,"good","furniture/appliances",1206,"< 100 EUR","> 7 years",4,25,"none","own",1,"skilled",1,301,0
"710","0","1 - 200 EUR",9,"good","furniture/appliances",2118,"< 100 EUR","1 - 4 years",2,37,"none","own",1,"unskilled",2,2316,0
"711","0","unknown",18,"critical","furniture/appliances",629,"500 - 1000 EUR","> 7 years",3,32,"bank","own",2,"management",1,323,1
"712","1","< 0 EUR",6,"very good","education",1198,"< 100 EUR","> 7 years",4,35,"none","other",1,"skilled",1,2135,0
"713","0","unknown",21,"good","car",2476,"unknown","> 7 years",4,46,"none","own",1,"management",1,2411,1
"714","0","< 0 EUR",9,"critical","furniture/appliances",1138,"< 100 EUR","1 - 4 years",4,25,"none","own",2,"unskilled",1,407,0
"715","1","1 - 200 EUR",60,"good","car",14027,"< 100 EUR","4 - 7 years",2,27,"none","own",1,"management",1,13374,1
"716","0","unknown",30,"critical","car",7596,"unknown","> 7 years",4,63,"none","own",2,"skilled",1,8193,0
"717","0","unknown",30,"critical","furniture/appliances",3077,"unknown","> 7 years",2,40,"none","own",2,"skilled",2,2963,1
"718","0","unknown",18,"good","furniture/appliances",1505,"< 100 EUR","1 - 4 years",2,32,"none","other",1,"management",1,976,1
"719","0","> 200 EUR",24,"critical","furniture/appliances",3148,"unknown","1 - 4 years",2,31,"none","own",2,"skilled",1,4042,1
"720","0","1 - 200 EUR",20,"perfect","car",6148,"100 - 500 EUR","> 7 years",4,31,"bank","own",2,"skilled",1,6507,1
"721","1","> 200 EUR",9,"perfect","furniture/appliances",1337,"< 100 EUR","< 1 year",2,34,"none","own",2,"management",1,1113,1
"722","1","1 - 200 EUR",6,"very good","education",433,"> 1000 EUR","< 1 year",2,24,"bank","rent",1,"skilled",2,-467,0
"723","1","< 0 EUR",12,"good","car",1228,"< 100 EUR","1 - 4 years",2,24,"none","own",1,"unskilled",1,2049,0
"724","0","1 - 200 EUR",9,"good","furniture/appliances",790,"500 - 1000 EUR","1 - 4 years",3,66,"none","own",1,"unskilled",1,253,0
"725","1","unknown",27,"good","car",2570,"< 100 EUR","1 - 4 years",3,21,"none","rent",1,"skilled",1,3209,0
"726","0","unknown",6,"critical","car",250,"> 1000 EUR","1 - 4 years",2,41,"bank","own",2,"unskilled",1,-492,0
"727","0","unknown",15,"critical","furniture/appliances",1316,"500 - 1000 EUR","1 - 4 years",2,47,"none","own",2,"unskilled",1,784,0
"728","1","< 0 EUR",18,"good","furniture/appliances",1882,"< 100 EUR","1 - 4 years",4,25,"bank","rent",2,"skilled",1,1776,0
"729","1","1 - 200 EUR",48,"very good","business",6416,"< 100 EUR","> 7 years",3,59,"none","rent",1,"skilled",1,6763,0
"730","0","> 200 EUR",24,"critical","business",1275,"> 1000 EUR","1 - 4 years",4,36,"none","own",2,"skilled",1,1354,1
"731","0","1 - 200 EUR",24,"poor","furniture/appliances",6403,"< 100 EUR","< 1 year",2,33,"none","own",1,"skilled",1,5860,0
"732","1","< 0 EUR",24,"good","furniture/appliances",1987,"< 100 EUR","1 - 4 years",4,21,"none","rent",1,"unskilled",2,2710,0
"733","0","1 - 200 EUR",8,"good","furniture/appliances",760,"< 100 EUR","4 - 7 years",2,44,"none","own",1,"unskilled",1,-101,0
"734","0","unknown",24,"good","car",2603,"> 1000 EUR","1 - 4 years",4,28,"none","rent",1,"skilled",1,3064,1
"735","0","unknown",4,"critical","car",3380,"< 100 EUR","4 - 7 years",1,37,"none","own",1,"skilled",2,2737,0
"736","0","1 - 200 EUR",36,"very good","furniture/appliances",3990,"unknown","< 1 year",2,29,"bank","own",1,"unemployed",1,4909,0
"737","1","1 - 200 EUR",24,"good","car",11560,"< 100 EUR","1 - 4 years",4,23,"none","rent",2,"management",1,11180,0
"738","0","< 0 EUR",18,"good","car",4380,"100 - 500 EUR","1 - 4 years",4,35,"none","own",1,"unskilled",2,4467,1
"739","0","unknown",6,"critical","car",6761,"< 100 EUR","4 - 7 years",3,45,"none","own",2,"management",2,6726,1
"740","1","1 - 200 EUR",30,"perfect","business",4280,"100 - 500 EUR","1 - 4 years",4,26,"none","rent",2,"unskilled",1,4188,0
"741","0","< 0 EUR",24,"very good","car",2325,"100 - 500 EUR","4 - 7 years",3,32,"bank","own",1,"skilled",1,3212,0
"742","0","1 - 200 EUR",10,"very good","furniture/appliances",1048,"< 100 EUR","1 - 4 years",4,23,"store","own",1,"unskilled",1,959,0
"743","0","unknown",21,"good","furniture/appliances",3160,"unknown","> 7 years",3,41,"none","own",1,"skilled",1,4115,1
"744","0","< 0 EUR",24,"very good","furniture/appliances",2483,"500 - 1000 EUR","1 - 4 years",4,22,"store","own",1,"skilled",1,2860,1
"745","0","< 0 EUR",39,"critical","furniture/appliances",14179,"unknown","4 - 7 years",4,30,"none","own",2,"management",1,14900,1
"746","0","< 0 EUR",13,"critical","business",1797,"< 100 EUR","< 1 year",1,28,"bank","own",2,"unskilled",1,1540,0
"747","0","< 0 EUR",15,"good","car",2511,"< 100 EUR","unemployed",4,23,"none","rent",1,"skilled",1,2680,0
"748","1","< 0 EUR",12,"good","car",1274,"< 100 EUR","< 1 year",1,37,"none","own",1,"unskilled",1,1112,0
"749","0","unknown",21,"good","car",5248,"unknown","1 - 4 years",3,26,"none","own",1,"skilled",1,5794,0
"750","0","unknown",15,"good","car",3029,"< 100 EUR","4 - 7 years",2,33,"none","own",1,"skilled",1,2507,0
"751","0","< 0 EUR",6,"good","furniture/appliances",428,"< 100 EUR","> 7 years",1,49,"bank","own",1,"skilled",1,-489,1
"752","1","< 0 EUR",18,"good","car",976,"< 100 EUR","< 1 year",2,23,"none","own",1,"unskilled",1,91,0
"753","0","1 - 200 EUR",12,"good","business",841,"100 - 500 EUR","4 - 7 years",4,23,"none","rent",1,"unskilled",1,412,0
"754","0","unknown",30,"critical","furniture/appliances",5771,"< 100 EUR","4 - 7 years",2,25,"none","own",2,"skilled",1,5769,0
"755","1","unknown",12,"poor","renovations",1555,"> 1000 EUR","> 7 years",4,55,"none","other",2,"skilled",2,2079,0
"756","1","< 0 EUR",24,"good","car",1285,"unknown","4 - 7 years",4,32,"none","rent",1,"skilled",1,2236,0
"757","0","> 200 EUR",6,"critical","car",1299,"< 100 EUR","1 - 4 years",1,74,"none","own",3,"unemployed",2,2267,0
"758","1","> 200 EUR",15,"critical","furniture/appliances",1271,"unknown","1 - 4 years",4,39,"none","other",2,"skilled",1,373,1
"759","0","unknown",24,"good","car",1393,"< 100 EUR","1 - 4 years",2,31,"none","own",1,"skilled",1,2044,1
"760","1","< 0 EUR",12,"critical","car",691,"< 100 EUR","> 7 years",3,35,"none","own",2,"skilled",1,948,0
"761","0","unknown",15,"critical","car",5045,"unknown","> 7 years",4,59,"none","own",1,"skilled",1,5520,1
"762","1","< 0 EUR",18,"critical","furniture/appliances",2124,"< 100 EUR","1 - 4 years",4,24,"none","rent",2,"skilled",1,1850,0
"763","0","< 0 EUR",12,"good","furniture/appliances",2214,"< 100 EUR","1 - 4 years",3,24,"none","own",1,"unskilled",1,2399,0
"764","1","unknown",21,"critical","car",12680,"unknown","> 7 years",4,30,"none","other",1,"management",1,11985,1
"765","0","unknown",24,"critical","car",2463,"100 - 500 EUR","4 - 7 years",3,27,"none","own",2,"skilled",1,2108,1
"766","0","1 - 200 EUR",12,"good","furniture/appliances",1155,"< 100 EUR","> 7 years",3,40,"bank","own",2,"unskilled",1,501,0
"767","1","< 0 EUR",30,"good","furniture/appliances",3108,"< 100 EUR","< 1 year",4,31,"none","own",1,"unskilled",1,4096,0
"768","0","unknown",10,"good","car",2901,"unknown","< 1 year",4,31,"none","rent",1,"skilled",1,3791,0
"769","0","1 - 200 EUR",12,"critical","furniture/appliances",3617,"< 100 EUR","> 7 years",4,28,"none","rent",3,"skilled",1,3494,1
"770","0","unknown",12,"critical","furniture/appliances",1655,"< 100 EUR","> 7 years",4,63,"none","own",2,"unskilled",1,2021,1
"771","0","< 0 EUR",24,"good","car",2812,"unknown","> 7 years",4,26,"none","rent",1,"skilled",1,2451,0
"772","1","< 0 EUR",36,"critical","education",8065,"< 100 EUR","1 - 4 years",2,25,"none","own",2,"management",1,8980,1
"773","0","unknown",21,"critical","car",3275,"< 100 EUR","> 7 years",4,36,"none","own",1,"management",1,2607,1
"774","0","unknown",24,"critical","furniture/appliances",2223,"100 - 500 EUR","> 7 years",4,52,"bank","own",2,"skilled",1,1937,0
"775","0","> 200 EUR",12,"critical","car",1480,"500 - 1000 EUR","unemployed",4,66,"bank","other",3,"unemployed",1,1951,0
"776","1","< 0 EUR",24,"good","car",1371,"unknown","1 - 4 years",4,25,"none","rent",1,"skilled",1,796,0
"777","0","unknown",36,"critical","car",3535,"< 100 EUR","4 - 7 years",4,37,"none","own",2,"skilled",1,2774,1
"778","0","< 0 EUR",18,"good","furniture/appliances",3509,"< 100 EUR","4 - 7 years",1,25,"none","own",1,"skilled",1,2684,0
"779","0","unknown",36,"critical","car",5711,"> 1000 EUR","> 7 years",2,38,"none","own",2,"management",1,5808,1
"780","0","1 - 200 EUR",18,"good","renovations",3872,"< 100 EUR","unemployed",4,67,"none","own",1,"skilled",1,3479,1
"781","1","1 - 200 EUR",39,"critical","furniture/appliances",4933,"< 100 EUR","4 - 7 years",2,25,"none","own",2,"skilled",1,4395,0
"782","0","unknown",24,"critical","car",1940,"> 1000 EUR","> 7 years",4,60,"none","own",1,"skilled",1,1874,1
"783","0","1 - 200 EUR",12,"perfect","education",1410,"< 100 EUR","1 - 4 years",2,31,"none","own",1,"unskilled",1,1036,1
"784","1","1 - 200 EUR",12,"good","car",836,"100 - 500 EUR","< 1 year",2,23,"bank","own",1,"unskilled",1,321,0
"785","0","1 - 200 EUR",20,"good","car",6468,"unknown","unemployed",4,60,"none","own",1,"management",1,6599,1
"786","0","1 - 200 EUR",18,"good","business",1941,"> 1000 EUR","1 - 4 years",2,35,"none","own",1,"unskilled",1,1116,1
"787","0","unknown",22,"good","furniture/appliances",2675,"500 - 1000 EUR","> 7 years",4,40,"none","own",1,"skilled",1,2089,0
"788","0","unknown",48,"critical","car",2751,"unknown","> 7 years",3,38,"none","own",2,"skilled",2,2150,1
"789","1","1 - 200 EUR",48,"poor","education",6224,"< 100 EUR","> 7 years",4,50,"none","other",1,"skilled",1,6075,0
"790","1","< 0 EUR",40,"critical","education",5998,"< 100 EUR","1 - 4 years",3,27,"bank","own",1,"skilled",1,6138,1
"791","1","1 - 200 EUR",21,"good","business",1188,"< 100 EUR","> 7 years",4,39,"none","own",1,"skilled",2,1861,0
"792","0","unknown",24,"good","car",6313,"unknown","> 7 years",4,41,"none","own",1,"management",2,5934,1
"793","0","unknown",6,"critical","furniture/appliances",1221,"unknown","1 - 4 years",2,27,"none","own",2,"skilled",1,2081,0
"794","0","> 200 EUR",24,"good","furniture/appliances",2892,"< 100 EUR","> 7 years",4,51,"none","other",1,"skilled",1,3200,0
"795","0","unknown",24,"good","furniture/appliances",3062,"500 - 1000 EUR","> 7 years",3,32,"none","rent",1,"skilled",1,2337,1
"796","0","unknown",9,"good","furniture/appliances",2301,"100 - 500 EUR","< 1 year",4,22,"none","rent",1,"skilled",1,2744,0
"797","1","< 0 EUR",18,"good","car",7511,"unknown","> 7 years",4,51,"none","other",1,"skilled",2,7930,1
"798","0","unknown",12,"critical","furniture/appliances",1258,"< 100 EUR","< 1 year",4,22,"none","rent",2,"unskilled",1,2164,0
"799","0","unknown",24,"poor","car",717,"unknown","> 7 years",4,54,"none","own",2,"skilled",1,231,1
"800","0","1 - 200 EUR",9,"good","car",1549,"unknown","< 1 year",2,35,"none","own",1,"unemployed",1,585,0
"801","0","unknown",24,"critical","education",1597,"< 100 EUR","> 7 years",4,54,"none","other",2,"skilled",2,1158,0
"802","0","1 - 200 EUR",18,"critical","furniture/appliances",1795,"< 100 EUR","> 7 years",4,48,"bank","rent",2,"unskilled",1,1679,1
"803","0","< 0 EUR",20,"critical","furniture/appliances",4272,"< 100 EUR","> 7 years",4,24,"none","own",2,"skilled",1,3555,0
"804","0","unknown",12,"critical","furniture/appliances",976,"unknown","> 7 years",4,35,"none","own",2,"skilled",1,1107,0
"805","0","1 - 200 EUR",12,"good","car",7472,"unknown","unemployed",2,24,"none","rent",1,"unemployed",1,6840,0
"806","1","< 0 EUR",36,"good","car",9271,"< 100 EUR","4 - 7 years",1,24,"none","own",1,"skilled",1,8788,1
"807","0","1 - 200 EUR",6,"good","furniture/appliances",590,"< 100 EUR","< 1 year",3,26,"none","own",1,"unskilled",1,477,0
"808","0","unknown",12,"critical","furniture/appliances",930,"unknown","> 7 years",4,65,"none","own",4,"skilled",1,1116,0
"809","0","1 - 200 EUR",42,"very good","car",9283,"< 100 EUR","unemployed",2,55,"bank","other",1,"management",1,9506,1
"810","1","1 - 200 EUR",15,"perfect","car",1778,"< 100 EUR","< 1 year",1,26,"none","rent",2,"unemployed",1,2367,0
"811","0","1 - 200 EUR",8,"good","business",907,"< 100 EUR","< 1 year",2,26,"none","own",1,"skilled",1,1101,1
"812","0","1 - 200 EUR",6,"good","furniture/appliances",484,"< 100 EUR","4 - 7 years",3,28,"bank","own",1,"unskilled",1,-166,0
"813","1","< 0 EUR",36,"critical","car",9629,"< 100 EUR","4 - 7 years",4,24,"none","own",2,"skilled",1,8648,1
"814","1","< 0 EUR",48,"good","furniture/appliances",3051,"< 100 EUR","1 - 4 years",4,54,"none","own",1,"skilled",1,3576,0
"815","1","< 0 EUR",48,"good","car",3931,"< 100 EUR","4 - 7 years",4,46,"none","other",1,"skilled",2,3450,0
"816","0","1 - 200 EUR",36,"poor","car",7432,"< 100 EUR","1 - 4 years",2,54,"none","rent",1,"skilled",1,8110,0
"817","0","unknown",6,"good","furniture/appliances",1338,"500 - 1000 EUR","1 - 4 years",4,62,"none","own",1,"skilled",1,2224,0
"818","0","unknown",6,"critical","furniture/appliances",1554,"< 100 EUR","4 - 7 years",2,24,"none","rent",2,"skilled",1,823,1
"819","0","< 0 EUR",36,"good","car0",15857,"< 100 EUR","unemployed",3,43,"none","own",1,"management",1,15296,0
"820","1","< 0 EUR",18,"good","furniture/appliances",1345,"< 100 EUR","1 - 4 years",3,26,"bank","own",1,"skilled",1,2044,0
"821","0","unknown",12,"good","car",1101,"< 100 EUR","1 - 4 years",2,27,"none","own",2,"skilled",1,1502,1
"822","0","> 200 EUR",12,"good","furniture/appliances",3016,"< 100 EUR","1 - 4 years",1,24,"none","own",1,"skilled",1,3444,0
"823","1","< 0 EUR",36,"good","furniture/appliances",2712,"< 100 EUR","> 7 years",2,41,"bank","own",1,"skilled",2,1982,0
"824","0","< 0 EUR",8,"critical","car",731,"< 100 EUR","> 7 years",4,47,"none","own",2,"unskilled",1,-170,0
"825","0","unknown",18,"critical","furniture/appliances",3780,"< 100 EUR","< 1 year",2,35,"none","own",2,"management",1,4513,1
"826","0","< 0 EUR",21,"critical","car",1602,"< 100 EUR","> 7 years",3,30,"none","own",2,"skilled",1,1129,1
"827","1","< 0 EUR",18,"critical","car",3966,"< 100 EUR","> 7 years",4,33,"bank","rent",3,"skilled",1,3682,1
"828","1","unknown",18,"perfect","business",4165,"< 100 EUR","1 - 4 years",2,36,"store","own",2,"skilled",2,4596,0
"829","1","< 0 EUR",36,"good","car",8335,"unknown","> 7 years",4,47,"none","other",1,"skilled",1,7482,0
"830","0","1 - 200 EUR",48,"poor","business",6681,"unknown","1 - 4 years",4,38,"none","other",1,"skilled",2,6995,1
"831","0","unknown",24,"poor","business",2375,"500 - 1000 EUR","1 - 4 years",2,44,"none","own",2,"skilled",2,1755,1
"832","1","< 0 EUR",18,"good","car",1216,"< 100 EUR","< 1 year",3,23,"none","rent",1,"skilled",1,1457,1
"833","1","< 0 EUR",45,"perfect","business",11816,"< 100 EUR","> 7 years",4,29,"none","rent",2,"skilled",1,11538,0
"834","0","1 - 200 EUR",24,"good","furniture/appliances",5084,"unknown","> 7 years",4,42,"none","own",1,"skilled",1,5642,1
"835","1","> 200 EUR",15,"good","furniture/appliances",2327,"< 100 EUR","< 1 year",3,25,"none","own",1,"unskilled",1,2342,0
"836","1","< 0 EUR",12,"perfect","car",1082,"< 100 EUR","1 - 4 years",4,48,"bank","own",2,"skilled",1,1442,0
"837","0","unknown",12,"good","furniture/appliances",886,"unknown","1 - 4 years",2,21,"none","own",1,"skilled",1,1511,0
"838","0","unknown",4,"good","furniture/appliances",601,"< 100 EUR","< 1 year",3,23,"none","rent",1,"unskilled",2,318,0
"839","0","< 0 EUR",24,"critical","car",2957,"< 100 EUR","> 7 years",4,63,"none","own",2,"skilled",1,2042,1
"840","0","unknown",24,"critical","furniture/appliances",2611,"< 100 EUR","> 7 years",3,46,"none","own",2,"skilled",1,2320,0
"841","1","< 0 EUR",36,"good","furniture/appliances",5179,"< 100 EUR","4 - 7 years",2,29,"none","own",1,"skilled",1,6143,0
"842","0","unknown",21,"poor","car",2993,"< 100 EUR","1 - 4 years",2,28,"store","own",2,"unskilled",1,2441,0
"843","1","unknown",18,"good","renovations",1943,"< 100 EUR","< 1 year",4,23,"none","own",1,"skilled",1,1211,0
"844","0","unknown",24,"very good","business",1559,"< 100 EUR","4 - 7 years",4,50,"bank","own",1,"skilled",1,1213,1
"845","0","unknown",18,"good","furniture/appliances",3422,"< 100 EUR","> 7 years",4,47,"bank","own",3,"skilled",2,2801,1
"846","0","1 - 200 EUR",21,"good","furniture/appliances",3976,"unknown","4 - 7 years",3,35,"none","own",1,"skilled",1,3781,1
"847","1","unknown",18,"good","car",6761,"unknown","1 - 4 years",4,68,"none","rent",2,"skilled",1,5849,0
"848","0","unknown",24,"good","car",1249,"< 100 EUR","< 1 year",2,28,"none","own",1,"skilled",1,444,0
"849","0","< 0 EUR",9,"good","furniture/appliances",1364,"< 100 EUR","4 - 7 years",4,59,"none","own",1,"skilled",1,468,0
"850","1","< 0 EUR",12,"good","furniture/appliances",709,"< 100 EUR","> 7 years",4,57,"store","own",1,"unskilled",1,-137,0
"851","1","< 0 EUR",20,"critical","car",2235,"< 100 EUR","1 - 4 years",2,33,"bank","rent",2,"skilled",1,2637,0
"852","0","unknown",24,"critical","car",4042,"unknown","4 - 7 years",4,43,"none","own",2,"skilled",1,4778,1
"853","0","unknown",15,"critical","furniture/appliances",1471,"< 100 EUR","1 - 4 years",4,35,"none","other",2,"skilled",1,2413,1
"854","1","< 0 EUR",18,"very good","car",1442,"< 100 EUR","4 - 7 years",4,32,"none","other",2,"unskilled",2,664,0
"855","0","unknown",36,"poor","car",10875,"< 100 EUR","> 7 years",2,45,"none","own",2,"skilled",2,11468,1
"856","0","unknown",24,"good","car",1474,"100 - 500 EUR","< 1 year",3,33,"none","own",1,"skilled",1,1464,1
"857","0","unknown",10,"good","education",894,"unknown","4 - 7 years",3,40,"none","own",1,"skilled",1,990,1
"858","0","unknown",15,"critical","furniture/appliances",3343,"< 100 EUR","1 - 4 years",2,28,"none","other",1,"skilled",1,2880,1
"859","1","< 0 EUR",15,"good","car",3959,"< 100 EUR","1 - 4 years",2,29,"none","own",1,"skilled",1,3996,1
"860","0","unknown",9,"good","car",3577,"100 - 500 EUR","1 - 4 years",2,26,"none","rent",1,"skilled",2,3279,0
"861","0","unknown",24,"critical","car",5804,"> 1000 EUR","1 - 4 years",2,27,"none","own",2,"skilled",1,6230,0
"862","1","unknown",18,"poor","business",2169,"< 100 EUR","1 - 4 years",2,28,"none","own",1,"skilled",1,1484,1
"863","1","< 0 EUR",24,"good","furniture/appliances",2439,"< 100 EUR","< 1 year",4,35,"none","own",1,"skilled",1,1832,1
"864","0","unknown",27,"critical","furniture/appliances",4526,"> 1000 EUR","< 1 year",2,32,"store","own",2,"unskilled",2,3870,1
"865","1","unknown",10,"good","furniture/appliances",2210,"< 100 EUR","1 - 4 years",2,25,"bank","rent",1,"unskilled",1,1871,0
"866","0","unknown",15,"good","furniture/appliances",2221,"500 - 1000 EUR","1 - 4 years",4,20,"none","rent",1,"skilled",1,2722,0
"867","0","< 0 EUR",18,"good","furniture/appliances",2389,"< 100 EUR","< 1 year",1,27,"store","own",1,"skilled",1,3199,0
"868","0","unknown",12,"critical","furniture/appliances",3331,"< 100 EUR","> 7 years",4,42,"store","own",1,"skilled",1,2969,0
"869","0","unknown",36,"good","business",7409,"unknown","> 7 years",2,37,"none","own",2,"skilled",1,8303,0
"870","0","< 0 EUR",12,"good","furniture/appliances",652,"< 100 EUR","> 7 years",4,24,"none","rent",1,"skilled",1,205,0
"871","0","unknown",36,"poor","furniture/appliances",7678,"500 - 1000 EUR","4 - 7 years",4,40,"none","own",2,"skilled",1,7946,1
"872","0","> 200 EUR",6,"critical","car",1343,"< 100 EUR","> 7 years",4,46,"none","own",2,"skilled",2,1998,0
"873","0","< 0 EUR",24,"critical","business",1382,"100 - 500 EUR","4 - 7 years",1,26,"none","own",2,"skilled",1,2241,1
"874","0","unknown",15,"good","furniture/appliances",874,"unknown","< 1 year",1,24,"none","own",1,"skilled",1,193,0
"875","0","< 0 EUR",12,"good","furniture/appliances",3590,"< 100 EUR","1 - 4 years",2,29,"none","own",1,"unskilled",2,3907,0
"876","0","1 - 200 EUR",11,"critical","car",1322,"> 1000 EUR","1 - 4 years",4,40,"none","own",2,"skilled",1,1980,0
"877","0","< 0 EUR",18,"very good","furniture/appliances",1940,"< 100 EUR","< 1 year",4,36,"bank","other",1,"management",1,1926,1
"878","0","unknown",36,"good","furniture/appliances",3595,"< 100 EUR","> 7 years",2,28,"none","own",1,"skilled",1,3659,0
